Código,Nome,Turma,Ano-Período,Docente,Horário,Qtde Vagas Ofertadas,Qtde Vagas Ocupadas,Local
CIC0203,COMPUTAÇÃO EXPERIMENTAL,A,2021.1,JORGE HENRIQUE CABRAL FERNANDES (60h),35T23,50,30,REMOTO
CIC0177,ARQUITETURA DE PROCESSADORES DIGITAIS,A,2021.1,WILSON HENRIQUE VENEZIANO (60h),35N12,50,16,REMOTO
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,GP,2021.1,GERALDO PEREIRA ROCHA FILHO (60h),3M12 5M12,1,1,A DEFINIR
CIC0002,FUNDAMENTOS TEÓRICOS DA COMPUTAÇÃO,A,2021.1,JORGE CARLOS LUCERO (60h),35M12,50,31,REMOTO
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,F,2021.1,CAMILO CHANG DOREA (60h),4T45 5T23,30,16,REMOTO
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,ME,2021.1,MARIA EMILIA MACHADO TELLES WALTER (60h),3456N4,5,1,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,33,2021.1,MARCELO ANTONIO MAROTTA (60h),3456N2,1,1,virtual
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,JF,2021.1,JORGE HENRIQUE CABRAL FERNANDES (90h),2M5 3M5 4M5 2T1 3T1 4T1,1,1,a definir
CIC0161,AUTÔMATOS E COMPUTABILIDADE,A,2021.1,JORGE CARLOS LUCERO (90h),245T45,50,42,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,TF,2021.1,THIAGO DE PAULO FALEIROS (60h),5M5 6M5 5T1 6T1,1,1,a definir
CIC0210,PRÁTICA PEDAGÓGICA EM COMPUTAÇÃO 1,B,2021.1,MARIA DE FATIMA RAMOS BRANDAO (90h),2M5 4M5 6M5 2T1 4T1 6T1,50,18,a definir
CIC0099,ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES,B,2021.1,FLAVIO DE BARROS VIDAL (60h),35M34,35,14,REMOTO
CIC0126,PROCESSAMENTO EM TEMPO REAL,A,2021.1,FLAVIO DE BARROS VIDAL (60h),46M34,45,17,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,MH,2021.1,MARISTELA TERTO DE HOLANDA (30h),7T12,10,4,REMOTO
CIC0229,CIRCUITOS LÓGICOS,AB,2021.1,CARLA MARIA CHAGAS E CAVALCANTE KOIKE (60h),35M12,45,38,REMOTO
CIC0157,PROJETO DE LICENCIATURA,AA,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (150h),7M123 7T13 23456N4,7,2,a definir
CIC0216,ESTÁGIO SUPERVISIONADO EM LICENCIATURA EM COMPUTAÇÃO 3,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (105h),2M5 4M5 6M5 2T1 4T1 6T1,6,1,a definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,A01,2021.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA (30h),2M5 2T1,2,1,a definir
CIC0199,TEORIA E APLICAÇÃO DE GRAFOS,02,2021.1,DIBIO LEANDRO BORGES (60h),7M1234,1,1,remoto
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,AA,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (90h),2M5 3M5 4M5 2T1 3T1 4T1,1,1,a definir
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,DD,2021.1,RODRIGO BONIFACIO DE ALMEIDA (60h),2M5 4M5 2T1 4T1,1,1,a designar
CIC0105,ENGENHARIA DE SOFTWARE,A,2021.1,VANESSA TAVARES NUNES (30h),35M12,50,35,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,FV,2021.1,FLAVIO DE BARROS VIDAL (90h),2M5 3M5 4M5 2T1 3T1 4T1,3,1,a definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,AP02,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (30h),2M5 2T1,1,1,a definir
CIC0152,INTRODUCAO A MICROINFORMATICA,A,2021.1,JEFFERSON CHAVES GOMES (60h),35M5 35T1,50,43,REMOTO
CIC0202,PROGRAMAÇÃO CONCORRENTE,A,2021.1,EDUARDO ADILIO PELINSON ALCHIERI (60h),35M34,50,45,REMOTO
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,B,2021.1,MARCUS VINICIUS LAMAR (1h),5T45,25,21,Remota
CIC0104,SOFTWARE BASICO,B,2021.1,BRUNO LUIGGI MACCHIAVELLO ESPINOZA (60h),46M34,50,44,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,LA,2021.1,MARCELO LADEIRA (30h),6N34,3,1,REMOTO
CIC0193,FUNDAMENTOS DE SISTEMAS INTELIGENTES,A,2021.1,VINICIUS RUELA PEREIRA BORGES (60h),6T2345,23,15,REMOTO
CIC0226,DESENVOLVIMENTO DE APLICATIVOS,A,2021.1,WILSON HENRIQUE VENEZIANO (60h),35N34,21,16,REMOTO
CIC0130,INTRODUÇÃO AOS SISTEMAS EMBARCADOS,A,2021.1,PEDRO DE AZEVEDO BERGER (60h),35T45,20,3,REMOTO
CIC0247,INTRODUÇÃO AO AMBIENTE UNIVERSITÁRIO NA COMPUTAÇÃO,A,2021.1,MARISTELA TERTO DE HOLANDA (15h),4T6,40,39,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,A,2021.1,MARCUS VINICIUS LAMAR (60h),7T3456,5,1,REMOTO
CIC0105,ENGENHARIA DE SOFTWARE,B,2021.1,FERNANDO ANTONIO DE ARAUJO CHACON DE ALBUQUERQUE (60h),24N12,50,44,REMOTO
CIC0002,FUNDAMENTOS TEÓRICOS DA COMPUTAÇÃO,C,2021.1,PEDRO DE AZEVEDO BERGER (60h),35N12,50,41,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,AP,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (30h),7N34,10,1,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,FM,2021.1,FLAVIO LEONARDO CAVALCANTI DE MOURA (60h),2M12 4M12,6,2,A DEFINIR
CIC0124,REDES DE COMPUTADORES,A,2021.1,GERALDO PEREIRA ROCHA FILHO (60h),35N34,50,45,REMOTO
CIC0142,INFORMATICA E SOCIEDADE,B,2021.1,JORGE HENRIQUE CABRAL FERNANDES (30h),6M34,50,26,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,E,2021.1,JOAO JOSE COSTA GONDIM (90h),3M5 4M5 5M5 3T1 4T1 5T1,2,2,a definir
CIC0166,TRABALHO DE GRADUAÇÃO 1,41,2021.1,JAN MENDONCA CORREA (30h),7M12,1,1,remoto
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,EW,2021.1,EDISON ISHIKAWA (30h),24M12,30,9,REMOTO
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,L,2021.1,ROBERTA BARBOSA OLIVEIRA (30h),3N12 4N34,30,24,REMOTO
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,D,2021.1,MARCELO GRANDI MANDELLI (1h),6M12,25,22,Remota
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,BB,2021.1,NILTON CORREIA DA SILVA (90h),35M12 2T45,80,62,REMOTO FGA
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,M,2021.1,CARLA DENISE CASTANHO (90h),3M5 4M5 5M5 3T1 4T1 5T1,4,1,a definir
CIC0201,SEGURANÇA COMPUTACIONAL,A,2021.1,JOAO JOSE COSTA GONDIM (60h),24N12,50,31,REMOTO
CIC0099,ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES,C,2021.1,RICARDO PEZZUOL JACOBI (60h),35T23,35,30,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,G,2021.1,GENAINA NUNES RODRIGUES (60h),3M5 5M5 3T1 5T1,8,4,A DEFINIR
CIC0235,TELEINFORMÁTICA E REDES 1,A,2021.1,MARCELO ANTONIO MAROTTA (60h),24T45,50,21,REMOTO
CIC0116,ESTUDOS EM COMPUTACAO MULTIMIDIA,I,2021.1,MARISTELA TERTO DE HOLANDA (60h),7T3456,10,2,REMOTO
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,VB,2021.1,VINICIUS RUELA PEREIRA BORGES (60h),7M5 7T123,1,1,a definir
CIC0205,FUNDAMENTOS DE SISTEMAS OPERACIONAIS,A,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (60h),24M12,50,47,REMOTO
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,GN01,2021.1,GERMANA MENEZES DA NOBREGA (30h),3M5 3T1,1,1,a definir
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,A,2021.1,MARISTELA TERTO DE HOLANDA (45h),4N1234 5N12,50,32,REMOTO
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,EW,2021.1,BENEDITO MEDEIROS NETO (30h),24M12,30,9,REMOTO
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,A,2021.1,MARCUS VINICIUS LAMAR (1h),6T23,25,17,Remota
CIC0236,TELEINFORMÁTICA E REDES 2,A,2021.1,LUCAS RODRIGUES COSTA (60h),35M34,50,30,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,L,2021.1,LI WEIGANG (60h),2M5 4M5 2T1 4T1,10,1,REMOTO
CIC0156,TEORIA E PRATICA PEDAGOGICA EM INFORMATICA 2,A,2021.1,LETICIA LOPES LEITE (60h),24M5 24T1 6N12,40,2,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,GN,2021.1,GERMANA MENEZES DA NOBREGA (90h),356N4 7N234,1,1,REMOTO
CIC0002,FUNDAMENTOS TEÓRICOS DA COMPUTAÇÃO,B,2021.1,THIAGO DE PAULO FALEIROS (60h),24N34,50,44,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,ML,2021.1,MARCUS VINICIUS LAMAR (30h),6M5 6T1,5,1,REMOTO
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,VB,2021.1,VINICIUS RUELA PEREIRA BORGES (60h),2345N3,1,1,A DEFINIR
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,46,2021.1,EDSON MINTSU HUNG (90h),7M12345 7T1,1,1,a definir
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,26,2021.1,CAMILO CHANG DOREA (60h),6T45 4N34,2,2,a definir
CIC0101,SISTEMAS DE INFORMACAO,B,2021.1,FERNANDA LIMA (60h),24N34,50,42,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,RB,2021.1,RODRIGO BONIFACIO DE ALMEIDA (60h),2M5 4M5 2T1 4T1,10,5,A DEFINIR
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,JA,2021.1,JOSE ALFREDO RUIZ VARGAS (30h),7M12,1,1,a definir
CIC0194,INTERAÇÃO HUMANO COMPUTADOR,A,2021.1,FERNANDA LIMA (60h),24N12,30,14,REMOTO
CIC0166,TRABALHO DE GRADUAÇÃO 1,AM,2021.1,ALBA CRISTINA MAGALHAES ALVES DE MELO (30h),7N34,5,1,REMOTO
CIC0164,PROJETO DE LICENCIATURA 2,19,2021.1,EDNA DIAS CANEDO (120h),7M12 2345T6 6T46,8,0,a definir
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,W,2021.1,WILSON HENRIQUE VENEZIANO (60h),3M5 5M5 3T1 5T1,3,1,a definir
CIC0097,BANCOS DE DADOS,A,2021.1,EDNA DIAS CANEDO (60h),35T45,50,22,REMOTO
CIC0099,ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES,A,2021.1,MARCUS VINICIUS LAMAR (60h),24T23,35,27,REMOTO
CIC0207,PROJETO INTERDISCIPLINAR DE LICENCIATURA EM COMPUTAÇÃO,01A,2021.1,LETICIA LOPES LEITE (60h),7M12 6N12,50,12,Remota
CIC0167,TRABALHO DE GRADUAÇÃO 2,EC,2021.1,EDNA DIAS CANEDO (60h),7N1234,1,0,REMOTO
CIC0189,PROJETO E ANÁLISE DE ALGORITMOS,B,2021.1,FLAVIO LEONARDO CAVALCANTI DE MOURA (60h),35N12,50,19,REMOTO
CIC0005,FORMAÇÃO DOCENTE EM COMPUTAÇÃO,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (60h),35N34,54,42,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,C,2021.1,VANESSA TAVARES NUNES (90h),345N12,50,40,REMOTO
CIC0101,SISTEMAS DE INFORMACAO,A,2021.1,VANESSA TAVARES NUNES (60h),35M34,50,26,REMOTO
CIC0208,PRODUÇÃO DE MATERIAL DIDÁTICO,A,2021.1,GERMANA MENEZES DA NOBREGA (75h),5M5 6M5 5T1 6T1,50,19,a definir
CIC0093,LINGUAGENS DE PROGRAMACAO,B,2021.1,VANDER RAMOS ALVES (60h),46N12,50,35,REMOTO
CIC0103,TRANSMISSÃO DE DADOS,A,2021.1,MARCOS FAGUNDES CAETANO (60h),35M12,50,46,REMOTO
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,MM,2021.1,MARCELO ANTONIO MAROTTA (60h),7T23 7T45,5,1,REMOTO
CIC0090,ESTRUTURAS DE DADOS,D,2021.1,LUIS PAULO FAINA GARCIA (60h),46M34,45,32,REMOTO
CIC0157,PROJETO DE LICENCIATURA,J,2021.1,JAN MENDONCA CORREA (150h),2M12 3M12 4M12 5M12 6M12,5,1,a definir
CIC0106,TRADUTORES,A,2021.1,CLAUDIA NALON (90h),245T45,50,44,REMOTO
CIC0242,SINAIS E SISTEMAS,A,2021.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA (60h),35T23,50,34,REMOTO
CIC0220,SUPRVISÃO DE ESTÁGIO EM LICENCIATURA EM COMPUTAÇÃO 2,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (30h),6N12,6,1,A definir
CIC0227,PRÁTICAS EM COMPUTAÇÃO,08,2021.1,CARLA DENISE CASTANHO (60h),7M1234,9,3,a definir
CIC0182,LÓGICA COMPUTACIONAL 1,A,2021.1,MAURICIO AYALA RINCON (60h),24T45,51,11,REMOTO
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,C,2021.1,CAMILO CHANG DOREA (60h),46T45,28,27,remoto
CIC0243,ESTÁGIO SUPERVISIONADO EM ENGENHARIA DE COMPUTAÇÃO 2,A,2021.1,JOAO JOSE COSTA GONDIM (150h),7M1234 356N12,9,17,A DEFINIR
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,EC,2021.1,EDNA DIAS CANEDO (90h),3M5 4M5 5M5 3T1 4T1 5T1,4,4,a definir
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,DL,2021.1,DIBIO LEANDRO BORGES (90h),3M5 4M5 5M5 3T1 4T1 5T1,3,1,a definir
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,C,2021.1,MARCUS VINICIUS LAMAR (29h),6M34,25,22,Remota
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,JE,2021.1,CARLA DENISE CASTANHO (60h),24M5 24T1,45,34,REMOTO
CIC0156,TEORIA E PRATICA PEDAGOGICA EM INFORMATICA 2,A,2021.1,MARIA DE FATIMA RAMOS BRANDAO (30h),24M5 24T1 6N12,40,2,REMOTO
CIC0143,ESTUDOS EM SISTEMAS DE INFORMACAO,AP,2021.1,ALETEIA PATRICIA FAVACHO DE ARAUJO VON PAUMGARTTEN (60h),6T23 6T45,10,1,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,A,2021.1,EDISON ISHIKAWA (45h),4N1234 5N12,50,32,REMOTO
CIC0231,LABORATÓRIO DE CIRCUITOS LÓGICOS,B,2021.1,MARCELO GRANDI MANDELLI (29h),5T45,25,21,Remota
CIC0003,INTRODUÇÃO AOS SISTEMAS COMPUTACIONAIS,A,2021.1,MARCUS VINICIUS LAMAR (60h),35T23,42,35,REMOTO
CIC0164,PROJETO DE LICENCIATURA 2,L,2021.1,MARIA DE FATIMA RAMOS BRANDAO (120h),2M5 3M5 4M5 5M5 2T1 3T1 4T1 5T1,10,8,a definir
CIC0132,ESTUDOS EM SISTEMAS DE COMPUTACAO,HH,2021.1,MARCOS FAGUNDES CAETANO (60h),3M5 5M5 3T1 5T1,0,1,a definir
CIC0166,TRABALHO DE GRADUAÇÃO 1,JG,2021.1,JOAO JOSE COSTA GONDIM (30h),7T23,5,1,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,D,2021.1,MARISTELA TERTO DE HOLANDA (90h),3M5 4M5 5M5 3T1 4T1 5T1,0,1,a definir
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,MC,2021.1,MARCOS FAGUNDES CAETANO (90h),2M5 3M5 4M5 2T1 3T1 4T1,1,1,a definir
CIC0164,PROJETO DE LICENCIATURA 2,20,2021.1,MARCOS FAGUNDES CAETANO (120h),234567T6 7N34,5,1,a definir
CIC0189,PROJETO E ANÁLISE DE ALGORITMOS,A,2021.1,JAN MENDONCA CORREA (60h),24T23,50,39,REMOTO
CIC0136,ESTUDOS EM INTELIGENCIA ARTIFICIAL,E,2021.1,MARCELO LADEIRA (60h),7N1234,4,1,A DEFINIR
CIC0166,TRABALHO DE GRADUAÇÃO 1,CC,2021.1,CARLA DENISE CASTANHO (30h),3M12,1,1,a definir
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,F,2021.1,LUCAS RODRIGUES COSTA (30h),246T23,46,31,REMOTO
CIC0164,PROJETO DE LICENCIATURA 2,GE,2021.1,GERMANA MENEZES DA NOBREGA (120h),6M1234 7M1234,5,2,a definir
CIC0099,ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES,D,2021.1,CARLA MARIA CHAGAS E CAVALCANTE KOIKE (60h),24M34,35,19,REMOTO
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,D,2021.1,CAMILO CHANG DOREA (60h),46T45,30,17,REMOTO
CIC0167,TRABALHO DE GRADUAÇÃO 2,DL,2021.1,DIBIO LEANDRO BORGES (60h),2M5 4M5 2T1 4T1,10,1,REMOTO
CIC0197,TECNICAS DE PROGRAMAÇÃO 1,B,2021.1,ROBERTA BARBOSA OLIVEIRA (60h),35M34,50,41,REMOTO
CIC0225,INTRODUÇÃO A SISTEMAS OPERACIONAIS,A,2021.1,EDISON ISHIKAWA (60h),24N12,50,12,REMOTO
CIC0108,SISTEMAS OPERACIONAIS,A,2021.1,ALBA CRISTINA MAGALHAES ALVES DE MELO (90h),246M12,50,43,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,RO,2021.1,ROBERTA BARBOSA OLIVEIRA (90h),356M5 356T1,1,1,a definir
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,A,2021.1,CAMILO CHANG DOREA (60h),3T23 6T45,28,21,REMOTO
CIC0007,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,L,2021.1,LUCAS RODRIGUES COSTA (30h),3N12 4N34,30,24,REMOTO
CIC0163,PROJETO DE LICENCIATURA 1,B,2021.1,MARIA DE FATIMA RAMOS BRANDAO (30h),2M12,8,2,a definir
CIC0166,TRABALHO DE GRADUAÇÃO 1,EI,2021.1,EDISON ISHIKAWA (30h),6M5 6T1,10,2,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,G,2021.1,LUIS PAULO FAINA GARCIA (60h),3M12 5M1234,46,27,REMOTO
CIC0196,PROCESSAMENTO DE SINAIS MULTIMÍDIA,A,2021.1,RICARDO LOPES DE QUEIROZ (60h),24T23,25,1,REMOTO
CIC0164,PROJETO DE LICENCIATURA 2,XX,2021.1,EDISON ISHIKAWA (120h),2M5 3M5 4M5 5M5 2T1 3T1 4T1 5T1,5,1,a definir
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,W,2021.1,WILSON HENRIQUE VENEZIANO (90h),2M5 3M5 4M5 2T1 3T1 4T1,7,1,a definir
CIC0353,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 1,RQ01,2021.1,RICARDO LOPES DE QUEIROZ (30h),2M5 2T1,1,1,a definir
CIC0183,LÓGICA COMPUTACIONAL 2,01A,2021.1,CLAUDIA NALON (60h),24T23,20,5,REMOTO
CIC0004,ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES,G,2021.1,FRANK NED SANTA CRUZ DE OLIVEIRA (30h),3M12 5M1234,46,27,REMOTO
CIC0158,INFORMATICA APLICADA A EDUCACAO,A,2021.1,GERMANA MENEZES DA NOBREGA (60h),24N12,50,24,REMOTO
CIC0356,PROJETO FINAL EM ENGENHARIA DE COMPUTAÇÃO 2,EP,2021.1,EDUARDO PEIXOTO FERNANDES DA SILVA (90h),345M5 345T1,2,2,remoto
